2/15 17:33:35.102  CAST: 0x0000000000671818(Milktrader) begins to cast Shoot Bow(2480) on 0xF13000290200BF3F(Spectral Tutor).
2/15 17:34:15.704  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:15.704  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:15.704  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:15.704  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:15.704  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:15.704  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:15.704  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:15.895  0x00000000006E5FF9's Lightning Bolt hits 0xF1300028ED00BF41 for 845 Nature damage.
2/15 17:34:15.905  You have slain 0xF1300028ED00BF41!
2/15 17:34:15.905  0xF1300028ED00BF41 dies.
2/15 17:34:15.905  Windfury Totem fades from 0x00000000006E1670.
2/15 17:34:15.964  CAST: 0x0000000000671818(Milktrader) casts Kick(1769)(Rank 4) on 0xF1300028E500BE86(Scholomance Adept).
2/15 17:34:15.964  CAST: 0xF1300028E500BE86(Scholomance Adept) fails casting Frostbolt(15043).
2/15 17:34:15.964  Your Kick hits 0xF1300028E500BE86 for 53.
2/15 17:34:16.337  You crit 0xF1300028E500BE86 for 464.
2/15 17:34:16.451  0xF1300028F70164C4 attacks. You dodge.
2/15 17:34:16.533  CAST: 0x0000000000671818(Milktrader) casts Hack and Slash(52634) on 0x0000000000671818(Milktrader).
2/15 17:34:16.533  You gain 1 extra attack through Hack and Slash.
2/15 17:34:16.533  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:16.533  Your Agitating Poison I hits 0xF130002D1F0164BF for 76 Nature damage.
2/15 17:34:16.533  You crit 0xF130002D1F0164BF for 124.
2/15 17:34:16.612  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:16.612  Your Agitating Poison I hits 0xF130002D1F0164BF for 85 Nature damage.
2/15 17:34:16.612  You crit 0xF130002D1F0164BF for 442.
2/15 17:34:16.667  CAST: 0xF13000290800BEDF(Lord Alexei Barov) casts Unholy Aura(17466) on 0xF13000290800BEDF(Lord Alexei Barov).
2/15 17:34:16.713  CAST: 0x00000000006E1670(Ashsoul) begins to cast Flash of Light(51743)(Rank 7) on 0x0000000000671818(Milktrader).
2/15 17:34:16.713  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:16.713  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:16.914  0xF130002D1F0164BF attacks. You dodge.
2/15 17:34:16.995  You fail to perform Sinister Strike: Not enough energy.
2/15 17:34:17.546  CAST: 0x0000000000671818(Milktrader) casts Flourish(45604)(Rank 1) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:17.546  You gain 20 Energy from Relentless Strikes.
2/15 17:34:17.546  CAST: 0xF1300028E500BE93(Scholomance Adept) casts Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:17.546  You gain Flourish (1).
2/15 17:34:17.557  You gain Relentless Strikes (5).
2/15 17:34:17.623  0xF1300028E500BE93 begins to cast Frostbolt.
2/15 17:34:17.623  CAST: 0xF1300028E500BE93(Scholomance Adept) begins to cast Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:17.623  0xF1300028E500BE86 attacks. You dodge.
2/15 17:34:17.659  You crit 0xF130002D1F0164BF for 124.
2/15 17:34:17.659  0x0000000000426076 hits 0xF130002D1F0164BF for 136.
2/15 17:34:17.994  Mana Spring fades from 0x0000000000426076.
2/15 17:34:18.071  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:18.071  CAST: 0x0000000000426076(Gustas) casts Deep Wound(12721) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:18.071  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:18.071  0x0000000000426076 crits 0xF130002D1F0164BF for 156.
2/15 17:34:18.071  0xF130002D1F0164BF is afflicted by Deep Wound (1).
2/15 17:34:18.145  0x0000000000426076 gains Mana Spring (1).
2/15 17:34:18.166  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(51743)(Rank 7) on 0x0000000000671818(Milktrader).
2/15 17:34:18.166  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(19993) on 0x0000000000671818(Milktrader).
2/15 17:34:18.166  CAST: 0x00000000006E1670(Ashsoul) casts Illumination(20272) on 0x00000000006E1670(Ashsoul).
2/15 17:34:18.166  0x00000000006E1670 gains 108 Mana from 0x00000000006E1670's Illumination.
2/15 17:34:18.166  0x00000000006E1670's Flash of Light critically heals you for 1387.
2/15 17:34:18.166  You gain Daybreak (1).
2/15 17:34:18.252  0xF1300028E500BE93's Frostbolt hits you for 349 Frost damage.
2/15 17:34:18.252  CAST: 0x0000000000671818(Milktrader) casts Daybreak(50931) on 0x0000000000671818(Milktrader).
2/15 17:34:18.303  CAST: 0x00000000006E1670(Ashsoul) begins to cast Flash of Light(51743)(Rank 7) on 0x0000000000671818(Milktrader).
2/15 17:34:18.332  Mana Spring fades from 0x0000000000426076.
2/15 17:34:18.332  Daybreak fades from you.
2/15 17:34:18.406  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:18.406  Your Agitating Poison I hits 0xF130002D1F0164BF for 68 Nature damage.
2/15 17:34:18.406  You crit 0xF130002D1F0164BF for 412.
2/15 17:34:18.501  CAST: 0x0000000000671818(Milktrader) casts Sinister Strike(11294)(Rank 8) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:18.501  Your Sinister Strike crits 0xF130002D1F0164BF for 561.
2/15 17:34:18.595  0xF1300028F70164C4 misses you.
2/15 17:34:18.653  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BF1E(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1E(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF13000290800BEDF(Lord Alexei Barov) casts Unholy Aura(17466) on 0xF13000290800BEDF(Lord Alexei Barov).
2/15 17:34:18.653  CAST: 0xF1300028FF00BF1B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1B(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:18.653  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:18.704  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:18.704  0x00000000006E1670's Daybreak heals you for 732.
2/15 17:34:18.704  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:18.810  You crit 0xF130002D1F0164BF for 138.
2/15 17:34:19.035  0xF130002D1F0164BF attacks. You dodge.
2/15 17:34:19.302  Blind fades from 0xF1300028E50164BA.
2/15 17:34:19.374  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:19.374  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:19.374  0x0000000000426076 crits 0xF130002D1F0164BF for 146.
2/15 17:34:19.445  You fail to perform Sinister Strike: Not enough energy.
2/15 17:34:19.464  CAST: 0x0000000000426076(Gustas) casts Cleave(20569)(Rank 5) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:19.464  0x0000000000426076's Cleave hits 0xF130002D1F0164BF for 182.
2/15 17:34:19.464  0x0000000000426076 gains 1 Rage from 0x0000000000426076's Unbridled Wrath.
2/15 17:34:19.464  0x0000000000426076's Cleave hits 0xF1300028F70164C4 for 176.
2/15 17:34:19.517  You fail to perform Sinister Strike: Not enough energy.
2/15 17:34:19.527  0xF130002D1F0164BF suffers 21 Physical damage from 0x0000000000426076's Deep Wound.
2/15 17:34:19.527  0xF1300028E50164BA hits you for 234.
2/15 17:34:19.644  You fail to perform Sinister Strike: Not enough energy.
2/15 17:34:19.787  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(51743)(Rank 7) on 0x0000000000671818(Milktrader).
2/15 17:34:19.787  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(19993) on 0x0000000000671818(Milktrader).
2/15 17:34:19.787  CAST: 0x00000000006E1670(Ashsoul) casts Illumination(20272) on 0x00000000006E1670(Ashsoul).
2/15 17:34:19.787  0x00000000006E1670 gains 108 Mana from 0x00000000006E1670's Illumination.
2/15 17:34:19.787  0x00000000006E1670's Flash of Light critically heals you for 1411.
2/15 17:34:19.787  0xF1300028E500BE86 attacks. You dodge.
2/15 17:34:19.789  You gain Daybreak (1).
2/15 17:34:19.941  CAST: 0x0000000000671818(Milktrader) casts Agitating Poison I(45613)(Rank 1) on 0xF1300028F70164C4(Risen Protector).
2/15 17:34:19.941  Your Agitating Poison I hits 0xF1300028F70164C4 for 73 Nature damage.
2/15 17:34:19.941  You hit 0xF1300028F70164C4 for 63.
2/15 17:34:20.086  Mana Spring fades from 0x00000000001CFD42.
2/15 17:34:20.143  CAST: 0x00000000001CFD42(Netheras) casts Sinister Strike(11294)(Rank 8) on 0xF1300028E500BE86(Scholomance Adept).
2/15 17:34:20.143  0x00000000001CFD42's Sinister Strike hits 0xF1300028E500BE86 for 301.
2/15 17:34:20.143  0x00000000001CFD42 crits 0xF1300028E500BE86 for 482.
2/15 17:34:20.234  You hit 0xF1300028F70164C4 for 168.
2/15 17:34:20.234  0x00000000001CFD42 hits 0xF1300028E500BE86 for 156.
2/15 17:34:20.386  CAST: 0xF130002D1F0164BF(Necrofiend) casts Web Explosion(15474) on 0x0000000000671818(Milktrader).
2/15 17:34:20.615  CAST: 0xF1300028E500BE93(Scholomance Adept) casts Frostbolt(15043) on 0x0000000000671818(Milktrader).
2/15 17:34:20.615  Slice and Dice fades from you.
2/15 17:34:20.688  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:20.688  0x0000000000426076 hits 0xF130002D1F0164BF for 68.
2/15 17:34:20.688  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:20.688  CAST: 0xF13000290800BEDF(Lord Alexei Barov) casts Unholy Aura(17466) on 0xF13000290800BEDF(Lord Alexei Barov).
2/15 17:34:20.836  CAST: 0xF1300028E500BE93(Scholomance Adept) casts Frost Shock(15499) on 0x0000000000671818(Milktrader).
2/15 17:34:20.836  0xF1300028E500BE93's Frost Shock hits you for 488 Frost damage.
2/15 17:34:20.836  CAST: 0x0000000000671818(Milktrader) casts Daybreak(50931) on 0x0000000000671818(Milktrader).
2/15 17:34:20.836  CAST: 0xF1300028F70164C4(Risen Protector) casts Shadow Word: Pain(15654) on 0x0000000000671818(Milktrader).
2/15 17:34:20.836  CAST: 0xF1300028E50164BA(Scholomance Adept) casts Frost Shock(15499) on 0x00000000006E1670(Ashsoul).
2/15 17:34:20.836  0xF1300028E50164BA's Frost Shock hits 0x00000000006E1670 for 498 Frost damage.
2/15 17:34:20.836  CAST: 0x00000000006E1670(Ashsoul) casts Daybreak(50931) on 0x00000000006E1670(Ashsoul).
2/15 17:34:20.919  0x0000000000426076 is afflicted by Web Explosion (1).
2/15 17:34:20.919  0x00000000001CFD42 is afflicted by Web Explosion (1).
2/15 17:34:20.919  Daybreak fades from you.
2/15 17:34:20.919  Frostbolt fades from you.
2/15 17:34:20.919  You are afflicted by Frost Shock (1).
2/15 17:34:20.919  You are afflicted by Shadow Word: Pain (1).
2/15 17:34:20.919  You are afflicted by Web Explosion (1).
2/15 17:34:20.931  Daybreak fades from 0x00000000006E1670.
2/15 17:34:20.931  0x00000000006E1670 is afflicted by Web Explosion (1).
2/15 17:34:20.931  0x00000000006E1670 is afflicted by Frost Shock (1).
2/15 17:34:20.969  CAST: 0x00000000006E5FF9(Mooshmallows) begins to cast Earthquake(48308)(Rank 3) on 0xF1300028E50164BA(Scholomance Adept).
2/15 17:34:20.969  0xF130002D1F0164BF suffers 21 Physical damage from 0x0000000000426076's Deep Wound.
2/15 17:34:21.070  CAST: 0x00000000006E1670(Ashsoul) begins to cast Flash of Light(51743)(Rank 7) on 0x0000000000426076(Gustas).
2/15 17:34:21.070  You crit 0xF130002D1F0164BF for 122.
2/15 17:34:21.216  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:21.216  CAST: 0x0000000000426076(Gustas) casts Deep Wound(12721) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:21.216  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:21.216  CAST: 0x0000000000426076(Gustas) casts Windfury Totem(51368) on 0x0000000000426076(Gustas).
2/15 17:34:21.216  0x0000000000426076 gains 1 extra attack through Windfury Totem.
2/15 17:34:21.216  0x0000000000426076 crits 0xF130002D1F0164BF for 280.
2/15 17:34:21.216  0xF130002D1F0164BF attacks. You dodge.
2/15 17:34:21.295  CAST: 0x00000000001CFD42(Netheras) casts Slice and Dice(6774)(Rank 2) on 0xF1300028E500BE86(Scholomance Adept).
2/15 17:34:21.295  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:21.295  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:21.295  0x0000000000426076 crits 0xF130002D1F0164BF for 304.
2/15 17:34:21.295  0x0000000000426076 gains Windfury Totem (1).
2/15 17:34:21.295  0x00000000001CFD42 gains Slice and Dice (1).
2/15 17:34:21.372  0x00000000006E1670's Daybreak heals 0x00000000006E1670 for 728.
2/15 17:34:21.372  CAST: 0x0000000000671818(Milktrader) casts Slice and Dice(6774)(Rank 2) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:21.372  0x00000000006E1670's Daybreak heals you for 716.
2/15 17:34:21.372  0xF1300028E500BE93's Frostbolt hits you for 373 Frost damage.
2/15 17:34:21.372  You gain Slice and Dice (1).
2/15 17:34:21.717  CAST: 0xF1300028FF00BF19(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF19(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BF1E(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1E(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BF1B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1B(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BF1A(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1A(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BF1C(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF1C(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BE80(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE80(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BDB3(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDB3(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF016514(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016514(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF01651B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF01651B(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF016513(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016513(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BE81(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE81(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BE7D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE7D(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BD5D(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BD5D(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BE84(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE84(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BE79(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BE79(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BF57(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF57(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BEA9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEA9(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BEBB(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEBB(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BDC9(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BDC9(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BEB2(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB2(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF016517(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF016517(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BEB0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEB0(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BF61(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF61(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BEC4(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC4(Diseased Ghoul).
2/15 17:34:21.717  0xF1300028E50164BA hits 0x00000000006E1670 for 187.
2/15 17:34:21.717  CAST: 0xF1300028FF00BF5B(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF5B(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BEC5(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC5(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BEAC(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEAC(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BF67(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BF67(Diseased Ghoul).
2/15 17:34:21.717  CAST: 0xF1300028FF00BEC0(Diseased Ghoul) casts Disease Cloud(12626) on 0xF1300028FF00BEC0(Diseased Ghoul).
2/15 17:34:21.717  Elemental Mastery fades from 0x00000000006E5FF9.
2/15 17:34:21.942  0xF130002D1F0164BF begins to perform Deadly Poison.
2/15 17:34:21.942  CAST: 0xF130002D1F0164BF(Necrofiend) begins to cast Deadly Poison(3583) on 0x0000000000671818(Milktrader).
2/15 17:34:21.942  0xF1300028E500BE86 attacks. You dodge.
2/15 17:34:21.997  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF130002D1F0164BF(Necrofiend).
2/15 17:34:21.997  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:21.997  0x0000000000426076 crits 0xF130002D1F0164BF for 156.
2/15 17:34:22.056  You crit 0xF130002D1F0164BF for 434.
2/15 17:34:22.056  Windfury Totem fades from 0x0000000000426076.
2/15 17:34:22.324  CAST: 0x00000000001CFD42(Netheras) begins to cast Shoot Bow(2480) on 0xF1300028E500BE93(Scholomance Adept).
2/15 17:34:22.324  CAST: 0x0000000000426076(Gustas) casts Whirlwind(1680).
2/15 17:34:22.324  0x0000000000426076's Whirlwind hits 0xF1300028F70164C4 for 145.
2/15 17:34:22.324  0x0000000000426076's Whirlwind hits 0xF130002D1F0164BF for 168.
2/15 17:34:22.324  0x0000000000426076's Whirlwind hits 0xF1300028E50164BA for 166.
2/15 17:34:22.324  0x0000000000426076's Whirlwind crits 0xF1300028E500BE86 for 358.
2/15 17:34:22.324  CAST: 0x0000000000426076(Gustas) casts Deep Wounds(12868)(Rank 3) on 0xF1300028E500BE86(Scholomance Adept).
2/15 17:34:22.324  CAST: 0x0000000000426076(Gustas) casts Flurry(12970)(Rank 5) on 0x0000000000426076(Gustas).
2/15 17:34:22.402  CAST: 0xF1300028E500BE93(Scholomance Adept) casts Cone of Cold(15244) on 0x0000000000671818(Milktrader).
2/15 17:34:22.402  CAST: 0xF1300028F70164C4(Risen Protector) casts Shadow Shock(17439) on 0x0000000000671818(Milktrader).
2/15 17:34:22.402  0xF1300028F70164C4's Shadow Shock hits you for 600 Shadow damage.
2/15 17:34:22.402  CAST: 0xF1300028E50164BA(Scholomance Adept) casts Cone of Cold(15244) on 0x0000000000426076(Gustas).
2/15 17:34:22.402  0xF1300028E50164BA's Cone of Cold hits 0x00000000001CFD42 for 495 Frost damage.
2/15 17:34:22.402  0xF1300028E50164BA's Cone of Cold hits 0x0000000000426076 for 509 Frost damage.
2/15 17:34:22.402  0xF1300028E50164BA's Cone of Cold hits you for 543 Frost damage.
2/15 17:34:22.402  CAST: 0xF1300028E500BE86(Scholomance Adept) casts Frost Shock(15499) on 0x0000000000671818(Milktrader).
2/15 17:34:22.402  0xF1300028E500BE86's Frost Shock hits you for 460 Frost damage.
2/15 17:34:22.402  0x00000000006E5FF9 is afflicted by Web Explosion (1).
2/15 17:34:22.507  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(51743)(Rank 7) on 0x0000000000426076(Gustas).
2/15 17:34:22.507  CAST: 0x00000000006E1670(Ashsoul) casts Flash of Light(19993) on 0x0000000000426076(Gustas).
2/15 17:34:22.508  0x00000000006E1670's Flash of Light heals 0x0000000000426076 for 920.
2/15 17:34:22.508  You hit 0xF130002D1F0164BF for 69.
2/15 17:34:22.508  0x0000000000426076 is afflicted by Cone of Cold (1).
2/15 17:34:22.508  0x00000000001CFD42 is afflicted by Cone of Cold (1).
2/15 17:34:22.695  0x00000000006E1670 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:22.695  0x00000000006E5FF9 gains 10 Mana from 0xF130001CF82793CF's Mana Spring.
2/15 17:34:22.695  CAST: 0xF13000290800BEDF(Lord Alexei Barov) casts Unholy Aura(17466) on 0xF13000290800BEDF(Lord Alexei Barov).
2/15 17:34:22.695  0xF130002D1F0164BF suffers 45 Physical damage from 0x0000000000426076's Deep Wound.
