# turtle legacy spell compatibility snapshot
# spell_id	field	JSON value
# Values are regenerated with: make update-spell-goldens

# spell 1
4987	spell_damage_type	0
4987	attack_outcome	113
4987	is_deprecated	false
4987	affects.school.physical	false
4987	affects.school.holy	false
4987	affects.school.fire	false
4987	affects.school.nature	false
4987	affects.school.frost	false
4987	affects.school.shadow	false
4987	affects.school.arcane	false

# spell 5176
5176	id	5176
5176	name	"Wrath"
5176	subtext	"Rank 1"
5176	school	{"value":4,"string":"Nature"}
5176	power.type	{"value":0,"string":"Mana"}
5176	power.mana_cost	20
5176	power.mana_cost_pct	0
5176	power.mana_cost_per_level	0
5176	power.mana_per_second	0
5176	powers.count	1
5176	default_power.type	0
5176	default_power.mana_cost	20
5176	default_power.mana_cost_pct	0
5176	default_power.mana_cost_per_level	0
5176	default_power.mana_per_second	0
5176	effects.count	3
5176	effect.0.index	0
5176	effect.0.type	{"value":2,"string":"SchoolDMG"}
5176	effect.0.aura	{"value":0,"string":"None"}
5176	effect.0.base_points	12
5176	effect.0.effective_base_points	13
5176	effect.0.misc	[0]
5176	effect.0.targets	[6,0]
5176	effect.1.index	1
5176	effect.1.type	{"value":0,"string":"None"}
5176	effect.1.aura	{"value":0,"string":"None"}
5176	effect.1.base_points	0
5176	effect.1.effective_base_points	1
5176	effect.1.misc	[0]
5176	effect.1.targets	[0,0]
5176	effect.2.index	2
5176	effect.2.type	{"value":0,"string":"None"}
5176	effect.2.aura	{"value":0,"string":"None"}
5176	effect.2.base_points	0
5176	effect.2.effective_base_points	1
5176	effect.2.misc	[0]
5176	effect.2.targets	[0,0]
5176	spell_damage_type	1
5176	attack_outcome	113
5176	is_deprecated	false
5176	affects.school.physical	false
5176	affects.school.holy	false
5176	affects.school.fire	false
5176	affects.school.nature	false
5176	affects.school.frost	false
5176	affects.school.shadow	false
5176	affects.school.arcane	false

# spell 6603
6603	id	6603
6603	name	"Attack"
6603	subtext	"\u003cempty\u003e"
6603	school	{"value":0,"string":"Physical"}
6603	power.type	{"value":0,"string":"Mana"}
6603	power.mana_cost	0
6603	power.mana_cost_pct	0
6603	power.mana_cost_per_level	0
6603	power.mana_per_second	0
6603	powers.count	1
6603	default_power.type	0
6603	default_power.mana_cost	0
6603	default_power.mana_cost_pct	0
6603	default_power.mana_cost_per_level	0
6603	default_power.mana_per_second	0
6603	effects.count	3
6603	effect.0.index	0
6603	effect.0.type	{"value":78,"string":"Attack"}
6603	effect.0.aura	{"value":0,"string":"None"}
6603	effect.0.base_points	0
6603	effect.0.effective_base_points	1
6603	effect.0.misc	[0]
6603	effect.0.targets	[0,0]
6603	effect.1.index	1
6603	effect.1.type	{"value":0,"string":"None"}
6603	effect.1.aura	{"value":0,"string":"None"}
6603	effect.1.base_points	0
6603	effect.1.effective_base_points	1
6603	effect.1.misc	[0]
6603	effect.1.targets	[0,0]
6603	effect.2.index	2
6603	effect.2.type	{"value":0,"string":"None"}
6603	effect.2.aura	{"value":0,"string":"None"}
6603	effect.2.base_points	0
6603	effect.2.effective_base_points	1
6603	effect.2.misc	[0]
6603	effect.2.targets	[0,0]
6603	spell_damage_type	0
6603	attack_outcome	495
6603	is_deprecated	false
6603	affects.school.physical	false
6603	affects.school.holy	false
6603	affects.school.fire	false
6603	affects.school.nature	false
6603	affects.school.frost	false
6603	affects.school.shadow	false
6603	affects.school.arcane	false

# spell 6789
6789	id	6789
6789	name	"Death Coil"
6789	subtext	"Rank 1"
6789	school	{"value":16,"string":"Shadow"}
6789	power.type	{"value":0,"string":"Mana"}
6789	power.mana_cost	430
6789	power.mana_cost_pct	0
6789	power.mana_cost_per_level	0
6789	power.mana_per_second	0
6789	powers.count	1
6789	default_power.type	0
6789	default_power.mana_cost	430
6789	default_power.mana_cost_pct	0
6789	default_power.mana_cost_per_level	0
6789	default_power.mana_per_second	0
6789	effects.count	3
6789	effect.0.index	0
6789	effect.0.type	{"value":9,"string":"HealthLeech"}
6789	effect.0.aura	{"value":0,"string":"None"}
6789	effect.0.base_points	286
6789	effect.0.effective_base_points	287
6789	effect.0.misc	[0]
6789	effect.0.targets	[6,0]
6789	effect.1.index	1
6789	effect.1.type	{"value":6,"string":"ApplyAura"}
6789	effect.1.aura	{"value":7,"string":"ModFear"}
6789	effect.1.base_points	-1
6789	effect.1.effective_base_points	0
6789	effect.1.misc	[0]
6789	effect.1.targets	[6,0]
6789	effect.2.index	2
6789	effect.2.type	{"value":0,"string":"None"}
6789	effect.2.aura	{"value":0,"string":"None"}
6789	effect.2.base_points	0
6789	effect.2.effective_base_points	1
6789	effect.2.misc	[0]
6789	effect.2.targets	[0,0]
6789	spell_damage_type	1
6789	attack_outcome	49
6789	is_deprecated	false
6789	affects.school.physical	false
6789	affects.school.holy	false
6789	affects.school.fire	false
6789	affects.school.nature	false
6789	affects.school.frost	false
6789	affects.school.shadow	false
6789	affects.school.arcane	false

# spell 6940
6940	id	6940
6940	name	"Hand of Sacrifice"
6940	subtext	"Rank 1"
6940	school	{"value":1,"string":"Holy"}
6940	power.type	{"value":0,"string":"Mana"}
6940	power.mana_cost	80
6940	power.mana_cost_pct	0
6940	power.mana_cost_per_level	0
6940	power.mana_per_second	0
6940	powers.count	1
6940	default_power.type	0
6940	default_power.mana_cost	80
6940	default_power.mana_cost_pct	0
6940	default_power.mana_cost_per_level	0
6940	default_power.mana_per_second	0
6940	effects.count	3
6940	effect.0.index	0
6940	effect.0.type	{"value":6,"string":"ApplyAura"}
6940	effect.0.aura	{"value":153,"string":"ModAutoattackRange"}
6940	effect.0.base_points	44
6940	effect.0.effective_base_points	45
6940	effect.0.misc	[127]
6940	effect.0.targets	[57,0]
6940	effect.1.index	1
6940	effect.1.type	{"value":0,"string":"None"}
6940	effect.1.aura	{"value":0,"string":"None"}
6940	effect.1.base_points	0
6940	effect.1.effective_base_points	1
6940	effect.1.misc	[0]
6940	effect.1.targets	[0,0]
6940	effect.2.index	2
6940	effect.2.type	{"value":0,"string":"None"}
6940	effect.2.aura	{"value":0,"string":"None"}
6940	effect.2.base_points	0
6940	effect.2.effective_base_points	1
6940	effect.2.misc	[0]
6940	effect.2.targets	[0,0]
6940	spell_damage_type	0
6940	attack_outcome	113
6940	is_deprecated	false
6940	affects.school.physical	false
6940	affects.school.holy	false
6940	affects.school.fire	false
6940	affects.school.nature	false
6940	affects.school.frost	false
6940	affects.school.shadow	false
6940	affects.school.arcane	false

# spell 7384
7384	id	7384
7384	name	"Overpower"
7384	subtext	"Rank 1"
7384	school	{"value":0,"string":"Physical"}
7384	power.type	{"value":1,"string":"Rage"}
7384	power.mana_cost	50
7384	power.mana_cost_pct	0
7384	power.mana_cost_per_level	0
7384	power.mana_per_second	0
7384	powers.count	1
7384	default_power.type	1
7384	default_power.mana_cost	50
7384	default_power.mana_cost_pct	0
7384	default_power.mana_cost_per_level	0
7384	default_power.mana_per_second	0
7384	effects.count	3
7384	effect.0.index	0
7384	effect.0.type	{"value":121,"string":"WeaponDmg"}
7384	effect.0.aura	{"value":0,"string":"None"}
7384	effect.0.base_points	4
7384	effect.0.effective_base_points	5
7384	effect.0.misc	[0]
7384	effect.0.targets	[6,0]
7384	effect.1.index	1
7384	effect.1.type	{"value":0,"string":"None"}
7384	effect.1.aura	{"value":0,"string":"None"}
7384	effect.1.base_points	0
7384	effect.1.effective_base_points	1
7384	effect.1.misc	[0]
7384	effect.1.targets	[0,0]
7384	effect.2.index	2
7384	effect.2.type	{"value":0,"string":"None"}
7384	effect.2.aura	{"value":0,"string":"None"}
7384	effect.2.base_points	0
7384	effect.2.effective_base_points	1
7384	effect.2.misc	[0]
7384	effect.2.targets	[0,0]
7384	spell_damage_type	0
7384	attack_outcome	97
7384	is_deprecated	false
7384	affects.school.physical	false
7384	affects.school.holy	false
7384	affects.school.fire	false
7384	affects.school.nature	false
7384	affects.school.frost	false
7384	affects.school.shadow	false
7384	affects.school.arcane	false

# spell 8092
8092	id	8092
8092	name	"Mind Blast"
8092	subtext	"Rank 1"
8092	school	{"value":16,"string":"Shadow"}
8092	power.type	{"value":0,"string":"Mana"}
8092	power.mana_cost	50
8092	power.mana_cost_pct	0
8092	power.mana_cost_per_level	0
8092	power.mana_per_second	0
8092	powers.count	1
8092	default_power.type	0
8092	default_power.mana_cost	50
8092	default_power.mana_cost_pct	0
8092	default_power.mana_cost_per_level	0
8092	default_power.mana_per_second	0
8092	effects.count	3
8092	effect.0.index	0
8092	effect.0.type	{"value":2,"string":"SchoolDMG"}
8092	effect.0.aura	{"value":0,"string":"None"}
8092	effect.0.base_points	38
8092	effect.0.effective_base_points	39
8092	effect.0.misc	[0]
8092	effect.0.targets	[6,0]
8092	effect.1.index	1
8092	effect.1.type	{"value":0,"string":"None"}
8092	effect.1.aura	{"value":0,"string":"None"}
8092	effect.1.base_points	0
8092	effect.1.effective_base_points	1
8092	effect.1.misc	[0]
8092	effect.1.targets	[0,0]
8092	effect.2.index	2
8092	effect.2.type	{"value":0,"string":"None"}
8092	effect.2.aura	{"value":0,"string":"None"}
8092	effect.2.base_points	0
8092	effect.2.effective_base_points	1
8092	effect.2.misc	[0]
8092	effect.2.targets	[0,0]
8092	spell_damage_type	1
8092	attack_outcome	113
8092	is_deprecated	false
8092	affects.school.physical	false
8092	affects.school.holy	false
8092	affects.school.fire	false
8092	affects.school.nature	false
8092	affects.school.frost	false
8092	affects.school.shadow	false
8092	affects.school.arcane	false

# spell 12051
12051	id	12051
12051	name	"Evocation"
12051	subtext	"\u003cempty\u003e"
12051	school	{"value":32,"string":"Arcane"}
12051	power.type	{"value":0,"string":"Mana"}
12051	power.mana_cost	0
12051	power.mana_cost_pct	0
12051	power.mana_cost_per_level	0
12051	power.mana_per_second	0
12051	powers.count	1
12051	default_power.type	0
12051	default_power.mana_cost	0
12051	default_power.mana_cost_pct	0
12051	default_power.mana_cost_per_level	0
12051	default_power.mana_per_second	0
12051	effects.count	3
12051	effect.0.index	0
12051	effect.0.type	{"value":6,"string":"ApplyAura"}
12051	effect.0.aura	{"value":110,"string":"ModPowerRegenPercent"}
12051	effect.0.base_points	1499
12051	effect.0.effective_base_points	1500
12051	effect.0.misc	[0]
12051	effect.0.targets	[1,0]
12051	effect.1.index	1
12051	effect.1.type	{"value":6,"string":"ApplyAura"}
12051	effect.1.aura	{"value":134,"string":"ModManaRegenInterrupt"}
12051	effect.1.base_points	99
12051	effect.1.effective_base_points	100
12051	effect.1.misc	[0]
12051	effect.1.targets	[1,0]
12051	effect.2.index	2
12051	effect.2.type	{"value":0,"string":"None"}
12051	effect.2.aura	{"value":0,"string":"None"}
12051	effect.2.base_points	0
12051	effect.2.effective_base_points	1
12051	effect.2.misc	[0]
12051	effect.2.targets	[0,0]
12051	spell_damage_type	0
12051	attack_outcome	33
12051	is_deprecated	false
12051	affects.school.physical	false
12051	affects.school.holy	false
12051	affects.school.fire	false
12051	affects.school.nature	false
12051	affects.school.frost	false
12051	affects.school.shadow	false
12051	affects.school.arcane	false

# spell 12294
12294	id	12294
12294	name	"Mortal Strike"
12294	subtext	"Rank 1"
12294	school	{"value":0,"string":"Physical"}
12294	power.type	{"value":1,"string":"Rage"}
12294	power.mana_cost	300
12294	power.mana_cost_pct	0
12294	power.mana_cost_per_level	0
12294	power.mana_per_second	0
12294	powers.count	1
12294	default_power.type	1
12294	default_power.mana_cost	300
12294	default_power.mana_cost_pct	0
12294	default_power.mana_cost_per_level	0
12294	default_power.mana_per_second	0
12294	effects.count	3
12294	effect.0.index	0
12294	effect.0.type	{"value":6,"string":"ApplyAura"}
12294	effect.0.aura	{"value":118,"string":"ModHealing_PCT"}
12294	effect.0.base_points	-51
12294	effect.0.effective_base_points	-50
12294	effect.0.misc	[127]
12294	effect.0.targets	[6,0]
12294	effect.1.index	1
12294	effect.1.type	{"value":31,"string":"WeaponPercentDamage"}
12294	effect.1.aura	{"value":0,"string":"None"}
12294	effect.1.base_points	114
12294	effect.1.effective_base_points	115
12294	effect.1.misc	[0]
12294	effect.1.targets	[6,0]
12294	effect.2.index	2
12294	effect.2.type	{"value":0,"string":"None"}
12294	effect.2.aura	{"value":0,"string":"None"}
12294	effect.2.base_points	0
12294	effect.2.effective_base_points	1
12294	effect.2.misc	[0]
12294	effect.2.targets	[0,0]
12294	spell_damage_type	0
12294	attack_outcome	111
12294	is_deprecated	false
12294	affects.school.physical	false
12294	affects.school.holy	false
12294	affects.school.fire	false
12294	affects.school.nature	false
12294	affects.school.frost	false
12294	affects.school.shadow	false
12294	affects.school.arcane	false

# spell 15407
15407	id	15407
15407	name	"Mind Flay"
15407	subtext	"Rank 1"
15407	school	{"value":16,"string":"Shadow"}
15407	power.type	{"value":0,"string":"Mana"}
15407	power.mana_cost	45
15407	power.mana_cost_pct	0
15407	power.mana_cost_per_level	0
15407	power.mana_per_second	0
15407	powers.count	1
15407	default_power.type	0
15407	default_power.mana_cost	45
15407	default_power.mana_cost_pct	0
15407	default_power.mana_cost_per_level	0
15407	default_power.mana_per_second	0
15407	effects.count	3
15407	effect.0.index	0
15407	effect.0.type	{"value":6,"string":"ApplyAura"}
15407	effect.0.aura	{"value":3,"string":"PeriodicDamage"}
15407	effect.0.base_points	24
15407	effect.0.effective_base_points	25
15407	effect.0.misc	[0]
15407	effect.0.targets	[6,0]
15407	effect.1.index	1
15407	effect.1.type	{"value":6,"string":"ApplyAura"}
15407	effect.1.aura	{"value":33,"string":"ModDecreaseSpeed"}
15407	effect.1.base_points	-51
15407	effect.1.effective_base_points	-50
15407	effect.1.misc	[0]
15407	effect.1.targets	[6,0]
15407	effect.2.index	2
15407	effect.2.type	{"value":0,"string":"None"}
15407	effect.2.aura	{"value":0,"string":"None"}
15407	effect.2.base_points	0
15407	effect.2.effective_base_points	1
15407	effect.2.misc	[0]
15407	effect.2.targets	[0,0]
15407	spell_damage_type	2
15407	attack_outcome	113
15407	is_deprecated	false
15407	affects.school.physical	false
15407	affects.school.holy	false
15407	affects.school.fire	false
15407	affects.school.nature	false
15407	affects.school.frost	false
15407	affects.school.shadow	false
15407	affects.school.arcane	false

# spell 19434
19434	id	19434
19434	name	"Aimed Shot"
19434	subtext	"Rank 1"
19434	school	{"value":0,"string":"Physical"}
19434	power.type	{"value":0,"string":"Mana"}
19434	power.mana_cost	50
19434	power.mana_cost_pct	0
19434	power.mana_cost_per_level	0
19434	power.mana_per_second	0
19434	powers.count	1
19434	default_power.type	0
19434	default_power.mana_cost	50
19434	default_power.mana_cost_pct	0
19434	default_power.mana_cost_per_level	0
19434	default_power.mana_per_second	0
19434	effects.count	3
19434	effect.0.index	0
19434	effect.0.type	{"value":121,"string":"WeaponDmg"}
19434	effect.0.aura	{"value":0,"string":"None"}
19434	effect.0.base_points	69
19434	effect.0.effective_base_points	70
19434	effect.0.misc	[0]
19434	effect.0.targets	[6,0]
19434	effect.1.index	1
19434	effect.1.type	{"value":0,"string":"None"}
19434	effect.1.aura	{"value":0,"string":"None"}
19434	effect.1.base_points	0
19434	effect.1.effective_base_points	1
19434	effect.1.misc	[0]
19434	effect.1.targets	[0,0]
19434	effect.2.index	2
19434	effect.2.type	{"value":0,"string":"None"}
19434	effect.2.aura	{"value":0,"string":"None"}
19434	effect.2.base_points	0
19434	effect.2.effective_base_points	1
19434	effect.2.misc	[0]
19434	effect.2.targets	[0,0]
19434	spell_damage_type	0
19434	attack_outcome	99
19434	is_deprecated	false
19434	affects.school.physical	false
19434	affects.school.holy	false
19434	affects.school.fire	false
19434	affects.school.nature	false
19434	affects.school.frost	false
19434	affects.school.shadow	false
19434	affects.school.arcane	false

# spell 19750
19750	id	19750
19750	name	"Flash of Light"
19750	subtext	"Rank 1"
19750	school	{"value":1,"string":"Holy"}
19750	power.type	{"value":0,"string":"Mana"}
19750	power.mana_cost	35
19750	power.mana_cost_pct	0
19750	power.mana_cost_per_level	0
19750	power.mana_per_second	0
19750	powers.count	1
19750	default_power.type	0
19750	default_power.mana_cost	35
19750	default_power.mana_cost_pct	0
19750	default_power.mana_cost_per_level	0
19750	default_power.mana_per_second	0
19750	effects.count	3
19750	effect.0.index	0
19750	effect.0.type	{"value":77,"string":"ScriptEffect"}
19750	effect.0.aura	{"value":0,"string":"None"}
19750	effect.0.base_points	61
19750	effect.0.effective_base_points	62
19750	effect.0.misc	[0]
19750	effect.0.targets	[21,0]
19750	effect.1.index	1
19750	effect.1.type	{"value":0,"string":"None"}
19750	effect.1.aura	{"value":0,"string":"None"}
19750	effect.1.base_points	0
19750	effect.1.effective_base_points	1
19750	effect.1.misc	[0]
19750	effect.1.targets	[0,0]
19750	effect.2.index	2
19750	effect.2.type	{"value":0,"string":"None"}
19750	effect.2.aura	{"value":0,"string":"None"}
19750	effect.2.base_points	0
19750	effect.2.effective_base_points	1
19750	effect.2.misc	[0]
19750	effect.2.targets	[0,0]
19750	spell_damage_type	0
19750	attack_outcome	113
19750	is_deprecated	false
19750	affects.school.physical	false
19750	affects.school.holy	false
19750	affects.school.fire	false
19750	affects.school.nature	false
19750	affects.school.frost	false
19750	affects.school.shadow	false
19750	affects.school.arcane	false

# spell 20473
20473	id	20473
20473	name	"Holy Shock"
20473	subtext	"Rank 1"
20473	school	{"value":1,"string":"Holy"}
20473	power.type	{"value":0,"string":"Mana"}
20473	power.mana_cost	280
20473	power.mana_cost_pct	0
20473	power.mana_cost_per_level	0
20473	power.mana_per_second	0
20473	powers.count	1
20473	default_power.type	0
20473	default_power.mana_cost	280
20473	default_power.mana_cost_pct	0
20473	default_power.mana_cost_per_level	0
20473	default_power.mana_per_second	0
20473	effects.count	3
20473	effect.0.index	0
20473	effect.0.type	{"value":3,"string":"Dummy"}
20473	effect.0.aura	{"value":0,"string":"None"}
20473	effect.0.base_points	0
20473	effect.0.effective_base_points	1
20473	effect.0.misc	[0]
20473	effect.0.targets	[25,0]
20473	effect.1.index	1
20473	effect.1.type	{"value":0,"string":"None"}
20473	effect.1.aura	{"value":0,"string":"None"}
20473	effect.1.base_points	0
20473	effect.1.effective_base_points	1
20473	effect.1.misc	[0]
20473	effect.1.targets	[0,0]
20473	effect.2.index	2
20473	effect.2.type	{"value":0,"string":"None"}
20473	effect.2.aura	{"value":0,"string":"None"}
20473	effect.2.base_points	0
20473	effect.2.effective_base_points	1
20473	effect.2.misc	[0]
20473	effect.2.targets	[0,0]
20473	spell_damage_type	16
20473	attack_outcome	33
20473	is_deprecated	false
20473	affects.school.physical	false
20473	affects.school.holy	false
20473	affects.school.fire	false
20473	affects.school.nature	false
20473	affects.school.frost	false
20473	affects.school.shadow	false
20473	affects.school.arcane	false
